,Altitude,Injury.Severity,Aircraft.Damage,Number.of.Engines,Engine.Type,FAR.Description,Purpose.of.Flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.Phase.of.Flight,Total.Passengers,Total.Injuries
1202,378.9,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
1203,141,FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,2,0,0,VMC,TAKEOFF,3,3
1204,10706.9,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,4,0,VMC,CRUISE,4,4
1205,2133.9,FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,2,0,0,0,VMC,TAKEOFF,2,2
1206,20.7,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
1207,55.3,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
1208,202,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,4,VMC,LANDING,4,0
1209,10427,FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,4,0,0,0,VMC,MANEUVERING,4,4
1210,226.4,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,2,1,0,VMC,LANDING,3,3
1211,401.4,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
1212,225.5,FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,2,0,1,0,VMC,TAKEOFF,3,3
1213,1368.1,FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,4,0,0,0,VMC,DESCENT,4,4
1214,772.3,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
1215,316.3,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,OTHER WORK USE,0,2,0,0,VMC,APPROACH,2,2
1216,37.9,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAKEOFF,1,0
1217,77.5,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
1218,195,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,4,VMC,LANDING,4,0
1219,10947.5,FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,0,0,0,VMC,MANEUVERING,1,1
1220,89.7,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,TAKEOFF,2,0
1221,340.2,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,3,VMC,TAKEOFF,3,0
1222,20.6,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
1223,229.3,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,0,VMC,LANDING,1,1
1224,196.3,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,BUSINESS,0,0,2,1,VMC,TAKEOFF,3,2
1225,302,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
1226,128.4,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,3,VMC,TAKEOFF,3,0
1227,152.2,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
1228,292.6,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
1229,268.1,FATAL,DESTROYED,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,0,0,0,VMC,TAKEOFF,1,1
1230,362.6,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
1231,236.9,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
1232,218.3,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
1233,233.6,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
1234,9.8,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
1235,1619.3,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PUBLIC AIRCRAFT,PUBLIC AIRCRAFT,0,0,0,1,VMC,LANDING,1,0
1236,129.5,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,3,VMC,TAXI,3,0
1237,80.5,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
1238,678.1,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,APPROACH,1,0
1239,10651.5,FATAL,DESTROYED,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,2,0,0,0,VMC,MANEUVERING,2,2
1240,262.7,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
1241,505.5,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,APPROACH,2,0
1242,1353.9,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,APPROACH,1,0
1243,1612.1,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
1244,8,FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,2,1,0,VMC,TAKEOFF,4,4
1245,153.6,FATAL,DESTROYED,2,TURBO PROP,PART 91: GENERAL AVIATION,BUSINESS,2,0,0,0,VMC,TAKEOFF,2,2
1246,205.9,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
1247,772.2,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
1248,27.3,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,BUSINESS,0,0,0,1,VMC,LANDING,1,0
1249,280.5,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,3,VMC,LANDING,3,0
1250,1026,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,DESCENT,2,0
1251,10254.4,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,0,VMC,CRUISE,1,1
1252,308.3,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,2,0,0,VMC,TAKEOFF,2,2
1253,678.3,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,0,VMC,APPROACH,1,1
1254,9757.4,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,2,0,0,VMC,MANEUVERING,2,2
1255,357.8,NON-FATAL,DESTROYED,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,APPROACH,1,0
1256,1049.1,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
1257,39.4,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,7,VMC,TAXI,7,0
1258,39.4,NON-FATAL,MINOR,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,7,VMC,TAXI,7,0
1259,33.9,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,1,VMC,TAKEOFF,2,1
1260,3.2,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,1,1,0,VMC,LANDING,2,2
1261,10653.3,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,2,0,VMC,CRUISE,2,2
1262,450.4,FATAL,DESTROYED,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,2,0,0,0,IMC,APPROACH,2,2
1263,29.6,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,0,VMC,TAKEOFF,1,1
1264,236.5,NON-FATAL,SUBSTANTIAL,1,UNKNOWN,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,5,VMC,LANDING,5,0
1265,60,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,3,VMC,LANDING,3,0
1266,0,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
1267,698.3,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,0,VMC,DESCENT,1,1
1268,18.3,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
1269,409.1,FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,0,0,0,VMC,TAKEOFF,1,1
1270,187.3,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,FERRY,0,0,0,1,VMC,LANDING,1,0
1271,346.4,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
1272,10703,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,3,VMC,CRUISE,3,0
1273,464.2,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,2,VMC,APPROACH,3,1
1274,617.1,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
1275,600.4,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,0,VMC,LANDING,1,1
1276,10787.6,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,1,1,0,VMC,GO-AROUND,2,2
1277,2,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,4,VMC,TAKEOFF,4,0
1278,329,FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,0,0,0,VMC,APPROACH,1,1
1279,58.8,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
1280,187.5,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,BUSINESS,0,0,0,3,VMC,LANDING,3,0
1281,343.8,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
1282,9963.4,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,IMC,MANEUVERING,1,0
1283,4.3,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,3,VMC,TAXI,3,0
1284,121.4,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,1,0,0,VMC,TAKEOFF,1,1
1285,1699.4,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,APPROACH,1,0
1286,79.6,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
1287,730,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
1288,10965.9,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,GO-AROUND,1,0
1289,361.2,FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,0,0,0,VMC,TAKEOFF,1,1
1290,334.9,FATAL,DESTROYED,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,0,0,0,VMC,APPROACH,1,1
1291,8.2,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
1292,2167.1,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,3,VMC,LANDING,3,0
1293,10971.2,FATAL,DESTROYED,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,0,0,0,VMC,MANEUVERING,1,1
1294,253.8,FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,0,0,0,VMC,LANDING,1,1
1295,1,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,3,0,0,VMC,TAKEOFF,3,3
1296,10945.3,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,2,0,VMC,CRUISE,2,2
1297,11.4,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,2,0,0,VMC,TAKEOFF,2,2
1298,1967.7,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,APPROACH,1,0
1299,1670.3,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,"NON-U.S., NON-COMMERCIAL",PERSONAL,0,0,0,2,VMC,LANDING,2,0
1300,409.1,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,0,VMC,LANDING,1,1
1301,9.3,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,1,1,0,VMC,TAKEOFF,2,2
1302,527.8,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
1303,5.5,NON-FATAL,DESTROYED,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,0,IMC,LANDING,1,1
1304,318.7,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,TAKEOFF,2,0
1305,10815.8,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,3,VMC,CRUISE,3,0
1306,185.8,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
1307,449.7,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,APPROACH,2,0
1308,387,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
1309,448,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
1310,692.4,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,2,0,VMC,APPROACH,2,2
1311,4.8,FATAL,DESTROYED,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,1,0,0,VMC,TAKEOFF,2,2
1312,10705,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,2,3,VMC,MANEUVERING,5,2
1313,741.2,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
1314,10813.2,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,CRUISE,1,0
1315,1995.5,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
1316,376,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,1,0,0,VMC,TAKEOFF,1,1
1317,69.3,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
1318,9.9,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
1319,538.5,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,3,VMC,LANDING,3,0
1320,308.5,FATAL,MINOR,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,0,0,0,VMC,STANDING,1,1
1321,39,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
1322,1.6,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,3,VMC,LANDING,3,0
1323,238.9,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,BUSINESS,0,0,0,1,VMC,LANDING,1,0
1324,2184.1,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,TAKEOFF,2,0
1325,2073.3,FATAL,DESTROYED,2,TURBO PROP,PART 91: GENERAL AVIATION,PERSONAL,2,0,0,0,VMC,CLIMB,2,2
1326,1481,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
1327,689,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,OTHER WORK USE,0,0,1,0,VMC,APPROACH,1,1
1328,42.6,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
1329,660.8,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,1,0,0,VMC,APPROACH,1,1
1330,5.2,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
1331,10070.8,FATAL,DESTROYED,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,0,0,0,VMC,CRUISE,1,1
1332,247.2,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,0,VMC,LANDING,1,1
1333,241.2,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAKEOFF,1,0
1334,139.5,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
1335,1644.8,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,2,0,0,VMC,TAKEOFF,2,2
1336,244.8,NON-FATAL,MINOR,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,1,0,1,VMC,TAXI,2,1
1337,10948.4,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,2,0,VMC,CRUISE,2,2
1338,10789.9,FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,2,0,0,0,VMC,MANEUVERING,2,2
1339,59.4,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,IMC,TAXI,1,0
1340,2056.2,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
1341,9375.8,NON-FATAL,DESTROYED,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,2,0,VMC,GO-AROUND,2,2
1342,1477.9,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,0,VMC,LANDING,1,1
1343,277.1,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
1344,511.4,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,APPROACH,1,0
1345,797.7,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
1346,371.8,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,0,VMC,TAKEOFF,1,1
1347,1,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,BUSINESS,0,0,0,3,VMC,LANDING,3,0
1348,277.1,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAKEOFF,1,0
1349,10670.6,FATAL,DESTROYED,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,0,0,0,VMC,CRUISE,1,1
1350,205.2,FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,0,0,0,VMC,STANDING,1,1
1351,1280.7,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
1352,1357,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
1353,680.5,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
1354,273.4,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
1355,10970.3,FATAL,SUBSTANTIAL,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,2,1,0,0,VMC,MANEUVERING,3,3
1356,547.8,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,APPROACH,1,0
1357,1013.8,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,2,VMC,LANDING,2,0
1358,192,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,1,0,0,VMC,LANDING,1,1
1359,10664.3,FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,2,0,0,0,VMC,MANEUVERING,2,2
1360,482.8,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,0,VMC,LANDING,1,1
1361,220.2,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,3,VMC,LANDING,4,1
1362,10659.5,FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,1,1,0,0,VMC,MANEUVERING,2,2
1363,112.2,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAKEOFF,1,0
1364,67,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,2,0,VMC,LANDING,2,2
1365,10865.8,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,CRUISE,1,0
1366,449.9,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,TAKEOFF,1,0
1367,10712.3,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,2,0,VMC,CRUISE,2,2
1368,1432.5,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
1369,195,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
1370,12.3,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,1,0,VMC,TAKEOFF,1,1
1371,105.5,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PART 91: GENERAL AVIATION,PERSONAL,0,0,0,1,VMC,LANDING,1,0
